date,exercise,sets,reps,weight,unit
2015-06-02T17:30:00Z,low bar squats,1,3,245.00,lbs
2015-06-02T17:30:00Z,low bar squats,5,5,225.00,lbs
2015-06-06T09:30:00Z,belted low bar squats,6,3,265.00,lbs
2015-06-06T09:30:00Z,low bar squats,4,8,195.00,lbs
2015-06-09T17:30:00Z,low bar squats,4,3,245.00,lbs
2015-06-09T17:30:00Z,low bar squats,3,5,225.00,lbs
2015-06-13T10:30:00Z,belted low bar squats,5,5,265.00,lbs
2015-06-16T17:30:00Z,low bar squats,5,5,245.00,lbs
2015-06-20T09:00:00Z,belted low bar squats,7,3,270.00,lbs
2015-06-20T09:00:00Z,low bar squats,3,8,205.00,lbs
2015-06-23T17:30:00Z,low bar squats,3,5,250.00,lbs
2015-06-27T10:30:00Z,belted low bar squats,7,3,275.00,lbs
2015-06-27T10:30:00Z,low bar squats,3,8,205.00,lbs
2015-06-30T17:30:00Z,low bar squats,3,3,245.00,lbs
2015-07-04T10:30:00Z,belted low bar squats,3,3,280.00,lbs
2015-07-09T12:00:00Z,low bar squats,5,5,225.00,lbs
2015-07-14T18:30:00Z,low bar squats,1,3,245.00,lbs
2015-07-14T18:30:00Z,low bar squats,5,5,225.00,lbs
2015-07-18T14:00:00Z,belted low bar squats,4,1,275.00,lbs
2015-07-18T14:00:00Z,low bar squats,4,8,185.00,lbs
2015-07-21T18:00:00Z,low bar squats,3,3,245.00,lbs
2015-07-25T11:00:00Z,low bar squats,3,5,135.00,lbs
2015-07-29T18:00:00Z,belted low bar squats,1,2,275.00,lbs
2015-07-29T18:00:00Z,belted low bar squats,5,5,245.00,lbs
2015-08-04T18:00:00Z,belted low bar squats,3,5,250.00,lbs
2015-08-08T12:00:00Z,low bar squats,2,5,185.00,lbs
2015-08-08T12:00:00Z,low bar squats,2,5,205.00,lbs
2015-08-08T12:00:00Z,low bar squats,3,5,225.00,lbs
2015-08-11T17:30:00Z,belted low bar squats,1,1,245.00,lbs
2015-08-11T17:30:00Z,belted low bar squats,6,5,225.00,lbs
2015-08-22T11:30:00Z,belted low bar squats,1,3,245.00,lbs
2015-08-22T11:30:00Z,belted low bar squats,1,1,275.00,lbs
2015-08-22T11:30:00Z,belted low bar squats,2,3,255.00,lbs
2015-08-25T06:30:00Z,belted low bar squats,3,1,275.00,lbs
2015-08-25T06:30:00Z,belted low bar squats,3,3,245.00,lbs
2015-08-27T18:30:00Z,belted low bar squats,3,1,275.00,lbs
2015-08-27T18:30:00Z,belted low bar squats,2,3,245.00,lbs
2015-09-01T18:00:00Z,belted low bar squats,1,1,275.00,lbs
2015-09-01T18:00:00Z,belted low bar squats,3,3,255.00,lbs
2015-09-03T12:00:00Z,low bar squats,1,5,185.00,lbs
2015-09-03T12:00:00Z,low bar squats,1,5,205.00,lbs
2015-09-05T12:00:00Z,belted low bar squats,1,1,115.00,kg
2015-09-05T12:00:00Z,belted low bar squats,1,1,122.50,kg
2015-09-05T12:00:00Z,belted low bar squats,1,1,127.50,kg
2015-09-08T21:00:00Z,low bar squats,5,5,225.00,lbs
2015-09-10T17:00:00Z,belted low bar squats,5,5,225.00,lbs
2015-09-12T10:30:00Z,low bar squats,3,5,205.00,lbs
2015-09-15T17:30:00Z,belted low bar squats,5,5,235.00,lbs
2015-09-19T17:30:00Z,belted low bar squats,3,5,235.00,lbs
2015-09-22T18:30:00Z,belted low bar squats,5,5,245.00,lbs
2015-09-24T19:30:00Z,belted low bar squats,4,5,245.00,lbs
2015-09-26T11:30:00Z,low bar squats,5,5,185.00,lbs
2015-09-29T17:30:00Z,belted low bar squats,1,5,245.00,lbs
2015-09-29T17:30:00Z,belted low bar squats,4,5,225.00,lbs
2015-10-01T17:30:00Z,belted low bar squats,3,5,245.00,lbs
2015-10-06T17:30:00Z,belted low bar squats,3,5,250.00,lbs
2015-10-13T17:30:00Z,belted low bar squats,3,5,250.00,lbs
2015-10-15T17:30:00Z,belted low bar squats,3,5,250.00,lbs
2015-10-17T23:00:00Z,low bar squats,3,5,225.00,lbs
2015-10-20T17:30:00Z,belted low bar squats,3,5,255.00,lbs
2015-10-24T11:00:00Z,belted low bar squats,3,1,275.00,lbs
2015-10-24T11:00:00Z,belted low bar squats,1,1,285.00,lbs
2015-10-26T17:30:00Z,belted low bar squats,3,3,260.00,lbs
2015-10-26T17:30:00Z,belted low bar squats,1,2,260.00,lbs
2015-10-29T17:30:00Z,belted low bar squats,3,3,260.00,lbs
2015-11-06T17:30:00Z,belted low bar squats,3,3,265.00,lbs
2015-11-07T22:30:00Z,belted low bar squats,4,1,285.00,lbs
2015-11-10T17:30:00Z,belted low bar squats,3,3,265.00,lbs
2015-11-12T17:30:00Z,belted low bar squats,3,1,265.00,lbs
2015-11-14T13:30:00Z,belted low bar squats,1,1,122.50,kg
2015-11-14T13:30:00Z,belted low bar squats,1,1,132.50,kg
2015-11-14T13:30:00Z,belted low bar squats,1,1,140.00,kg
2015-11-17T17:30:00Z,low bar squats,3,5,225.00,lbs
2015-11-24T17:30:00Z,belted low bar squats,5,3,245.00,lbs
2015-12-01T12:30:00Z,belted low bar squats,5,5,245.00,lbs
2015-12-03T12:30:00Z,low bar squats,1,5,135.00,lbs
2015-12-03T12:30:00Z,low bar squats,1,5,185.00,lbs
2015-12-03T12:30:00Z,low bar squats,1,5,225.00,lbs
2015-12-03T12:30:00Z,low bar squats,1,3,245.00,lbs
2015-12-03T12:30:00Z,low bar squats,4,4,245.00,lbs
2015-12-08T08:30:00Z,belted low bar squats,5,5,250.00,lbs
2015-12-10T08:30:00Z,low bar squats,5,5,230.00,lbs
2015-12-15T08:30:00Z,belted low bar squats,3,5,255.00,lbs
2015-12-22T21:30:00Z,belted low bar squats,1,8,245.00,lbs
2015-12-22T21:30:00Z,belted low bar squats,3,8,225.00,lbs
2015-12-30T14:30:00Z,belted low bar squats,1,5,185.00,lbs
2015-12-30T14:30:00Z,belted low bar squats,1,5,205.00,lbs
2015-12-30T14:30:00Z,belted low bar squats,1,3,225.00,lbs
2015-12-30T14:30:00Z,belted low bar squats,2,3,245.00,lbs
2016-01-05T12:30:00Z,belted low bar squats,5,3,245.00,lbs
2016-01-07T13:00:00Z,low bar squats,3,5,225.00,lbs
2016-01-12T13:00:00Z,low bar squats,1,5,225.00,lbs
2016-01-19T12:00:00Z,low bar squats,5,3,225.00,lbs
